10	195	1291
20	195	1266
30	195	1281
40	190	1266
50	190	1261
60	190	1257
70	190	1257
80	190	1252
90	195	1247
100	190	1247
110	190	1242
120	190	1232
130	190	1232
140	190	1227
150	185	1222
160	190	1217
170	190	1217
180	185	1212
