0.0000024267	13.3225	16	20.25	21.16	24.01	26.01	29.7025	-	-	-
0.0000054600	5.5225	7.0225	8.41	9.3025	10.5625	12.25	12.96	14.0625	14.8225	16.81
0.0000097067	3.24	4	4.6225	5.29	5.76	6.5025	7.0225	7.84	8.7025	9.3025
0.0000151668	2.1025	2.4025	2.89	3.24	3.61	4.2025	4.41	4.84	5.76	6.0025
0.0000218402	1.44	1.69	1.96	2.4025	2.4025	2.7225	3.24	3.4225	3.8025	4
